ID,Name0,Name1,Name2,Name3,Name4,Artist0,Artist1,Artist2,Artist3,Artist4,BPM0,BPM1,BPM2,BPM3,BPM4,ParentSongIndex,GameVersion,Channel,ActiveMode,SomeBoolean,Length,Padding1,Padding2,
E50,Banya-P Guitar Remix,반야-P 기타 리믹스,Banya-P Guitar Remix,Banya-P Guitar Remix,Banya-P Guitar Remix,Banya Production,반야 프로덕션,Banya Production,Banya Production,Banya Production,120,120,120,120,120,4294967295,16,1,3,1,174,4294967295,4294967295,
E51,GuitarMan Fullver.,기타 맨 Fullver.,GuitarMan Fullver.,GuitarMan Fullver.,GuitarMan Fullver.,Banya Production,반야 프로덕션,Banya Production,Banya Production,Banya Production,120,120,120,120,120,4294967295,16,1,4,1,164,4294967295,4294967295,
E52,Money Fingers,머니 핑거즈,Money Fingers,Money Fingers,Money Fingers,Banya Production,반야 프로덕션,Banya Production,Banya Production,Banya Production,170,170,170,170,170,4294967295,16,1,3,1,149,4294967295,4294967295,
E76,FLY,플라이,FLY,FLY,FLY,Epik High,에픽하이,Epik High,Epik High,Epik High,128,128,128,128,128,4294967295,16,2,4,1,199,4294967295,4294967295,
E928,EXTRA BanYa Remix,엑스트라 반야 리믹스,EXTRA BanYa Remix,EXTRA BanYa Remix,EXTRA BanYa Remix,BanYa,반야,BanYa,BanYa,BanYa,200,200,200,200,200,4294967295,6,1,3,1,157,4294967295,4294967295,
EF1027,Csikos' Post,우편마차,Csikos' Post,Csikos' Post,Csikos' Post,BanYa,반야,BanYa,BanYa,BanYa,180,180,180,180,180,278,8,1,2,0,0,4294967295,4294967295,
EF1028,K.O.A : Alice In Wonderworld,케이.오.에이 : Alice In Wonderworld,K.O.A : Alice In Wonderworld,K.O.A : Alice In Wonderworld,K.O.A : Alice In Wonderworld,Banya Production,반야 프로덕션,Banya Production,Banya Production,Banya Production,156,156,156,156,156,766,17,1,2,0,0,4294967295,4294967295,
EF1029,Bee,비,Bee,Bee,Bee,BanYa,반야,BanYa,BanYa,BanYa,160,160,160,160,160,279,10,1,2,0,0,4294967295,4294967295,
EF1033,Do It!,두 잇!,Do It!,Do It!,Do It!,House Rules,하우스 룰즈,House Rules,House Rules,House Rules,129,129,129,129,129,769,17,2,2,0,0,4294967295,4294967295,
EF1034,Solitary 1.5,무혼 1.5,Solitary 1.5,Solitary 1.5,Solitary 1.5,YAHPP,이 얍,YAHPP,YAHPP,YAHPP,136,136,136,136,136,478,16,1,2,0,0,4294967295,4294967295,
EF1036,Final Audition 2,파이널 오디션 2,Final Audition 2,Final Audition 2,Final Audition 2,BanYa,반야,BanYa,BanYa,BanYa,130,130,130,130,130,235,3,1,2,0,0,4294967295,4294967295,
EF1040,Winter,윈터,Winter,Winter,Winter,BanYa,반야,BanYa,BanYa,BanYa,168,168,168,168,168,269,8,1,2,0,0,4294967295,4294967295,
EF1041,Monkey Fingers,몽키 핑거즈,Monkey Fingers,Monkey Fingers,Monkey Fingers,BanYa,반야,BanYa,BanYa,BanYa,186,186,186,186,186,291,11,1,2,0,0,4294967295,4294967295,
EF1042,Pump me Amadeus,펌프 미 아마데우스,Pump me Amadeus,Pump me Amadeus,Pump me Amadeus,BanYa,반야,BanYa,BanYa,BanYa,170,170,170,170,170,293,11,1,2,0,0,4294967295,4294967295,
EF1043,Dr. M,닥터 엠,Dr. M,Dr. M,Dr. M,BanYa,반야,BanYa,BanYa,BanYa,145,145,145,145,145,259,8,1,2,0,0,4294967295,4294967295,
EF1044,Extravaganza,엑스트라바간자,Extravaganza,Extravaganza,Extravaganza,BanYa,반야,BanYa,BanYa,BanYa,195,195,195,195,195,231,2,1,2,0,0,4294967295,4294967295,
EF1046,Final Audition 2,파이널 오디션 2,Final Audition 2,Final Audition 2,Final Audition 2,BanYa,반야,BanYa,BanYa,BanYa,130,130,130,130,130,235,3,1,2,0,0,4294967295,4294967295,
EF1048,The People didn't know,사람들은 몰랐다네,The People didn't know,The People didn't know,The People didn't know,Banya Production,반야 프로덕션,Banya Production,Banya Production,Banya Production,134,134,134,134,134,764,17,1,2,0,0,4294967295,4294967295,
EF1051,Mobius Strip,뫼비우스의 띠,Mobius Strip,Mobius Strip,Mobius Strip,Sechs Kies,젝스키스,Sechs Kies,Sechs Kies,Sechs Kies,106,106,106,106,106,233,2,2,2,0,0,4294967295,4294967295,
EF1052,Com'Back,컴 백,Com'Back,Com'Back,Com'Back,Sechs Kies,젝스키스,Sechs Kies,Sechs Kies,Sechs Kies,158,158,158,158,158,232,2,2,2,0,0,4294967295,4294967295,
EF1053,Pump me Amadeus,펌프 미 아마데우스,Pump me Amadeus,Pump me Amadeus,Pump me Amadeus,BanYa,반야,BanYa,BanYa,BanYa,170,170,170,170,170,293,11,1,2,0,0,4294967295,4294967295,
EF1054,Destination,데스티네이션,Destination,Destination,Destination,SHK,SHK,SHK,SHK,SHK,150,150,150,150,150,13,18,1,2,0,0,4294967295,4294967295,
EF1058,Don't Bother Me,경고,Don't Bother Me,Don't Bother Me,Don't Bother Me,Tashannie,타샤니,Tashannie,Tashannie,Tashannie,110,110,110,110,110,244,3,2,2,0,0,4294967295,4294967295,
EF1059,Another Truth,또다른 진심,Another Truth,Another Truth,Another Truth,Novasonic,노바소닉,Novasonic,Novasonic,Novasonic,136,136,136,136,136,116,1,2,2,0,0,4294967295,4294967295,
EF1060,Beethoven Virus,베토벤 바이러스,Beethoven Virus,Beethoven Virus,Beethoven Virus,BanYa,반야,BanYa,BanYa,BanYa,162,162,162,162,162,257,5,1,2,0,0,4294967295,4294967295,
EF1061,Dawn of The Apocalypse,돈 오브 더 아포칼립스,Dawn of The Apocalypse,Dawn of The Apocalypse,Dawn of The Apocalypse,Vassline,바세린,Vassline,Vassline,Vassline,210,210,210,210,210,770,17,2,2,0,0,4294967295,4294967295,
EF1064,Big Beat,빅 비트,Big Beat,Big Beat,Big Beat,NOW,나우,NOW,NOW,NOW,104,104,104,104,104,5,18,2,2,0,0,4294967295,4294967295,
EF1065,Xenesis,제네시스,Xenesis,Xenesis,Xenesis,Banya Production,반야 프로덕션,Banya Production,Banya Production,Banya Production,152,152,152,152,152,22,18,1,2,0,0,4294967295,4294967295,
EF1066,Funky Tonight,펑키 투나잇,Funky Tonight,Funky Tonight,Funky Tonight,CLON,클론,CLON,CLON,CLON,105,105,105,105,105,89,1,2,2,0,0,4294967295,4294967295,
EF1068,Gun Rock,건 락,Gun Rock,Gun Rock,Gun Rock,Banya Production,반야프로덕션,Banya Production,Banya Production,Banya Production,104,104,104,104,104,386,15,1,2,0,0,4294967295,4294967295,
EF1070,Very Old Couples,아주 오래된 연인들,Very Old Couples,Very Old Couples,Very Old Couples,015B,015B,015B,015B,015B,121,121,121,121,121,484,16,2,2,0,0,4294967295,4294967295,
EF1073,GuitarMan Fullver.,기타 맨 Fullver.,GuitarMan Fullver.,GuitarMan Fullver.,GuitarMan Fullver.,Banya Production,반야 프로덕션,Banya Production,Banya Production,Banya Production,120,120,120,120,120,502,16,1,4,0,0,4294967295,4294967295,
EF1080,Mr. Fire Fighter,소방관 아저씨,Mr. Fire Fighter,Mr. Fire Fighter,Mr. Fire Fighter,Spooky Banana,스푸키 바나나,Spooky Banana,Spooky Banana,Spooky Banana,158,158,158,158,158,374,12,2,4,0,0,4294967295,4294967295,
EF1093,Street Show Down,스트리트 쇼 다운,Street Show Down,Street Show Down,Street Show Down,BanYa,반야,BanYa,BanYa,BanYa,124,124,124,124,124,267,8,1,2,0,0,4294967295,4294967295,
EF1102,Ugly Dee,미운오리새끼,Ugly Dee,Ugly Dee,Ugly Dee,Banya Production,반야프로덕션,Banya Production,Banya Production,Banya Production,92,92,92,92,92,388,15,1,2,0,0,4294967295,4294967295,
EF1111,Moonlight,월광,Moonlight,Moonlight,Moonlight,BanYa,반야,BanYa,BanYa,BanYa,180,180,180,180,180,364,14,1,2,0,0,4294967295,4294967295,
EF1116,We will meet again,위 윌 밋 어게인,We will meet again,We will meet again,We will meet again,BanYa,반야,BanYa,BanYa,BanYa,118,118,118,118,118,273,8,1,2,0,0,4294967295,4294967295,
EF1117,Chopsticks Challenge,젓가락 변주곡,Chopsticks Challenge,Chopsticks Challenge,Chopsticks Challenge,YAHPP,이 얍,YAHPP,YAHPP,YAHPP,128,128,128,128,128,752,17,1,2,0,0,4294967295,4294967295,
EF1123,Storm,스톰,Storm,Storm,Storm,Perry,페리,Perry,Perry,Perry,96,96,96,96,96,376,14,2,2,0,0,4294967295,4294967295,
EF1125,Arirang,아리랑,Arirang,Arirang,Arirang,Banya Production,반야 프로덕션,Banya Production,Banya Production,Banya Production,160,160,160,160,160,23,18,1,2,0,0,4294967295,4294967295,
EF1201,BEMERA,비메라,BEMERA,BEMERA,BEMERA,YAHPP,이 얍,YAHPP,YAHPP,YAHPP,210,210,210,210,210,397,15,1,3,0,0,4294967295,4294967295,
EF1205,Chimera,키메라,Chimera,Chimera,Chimera,YAHPP,이 얍,YAHPP,YAHPP,YAHPP,210,210,210,210,210,381,15,1,2,0,0,4294967295,4294967295,
EF1207,Dignity,디그니티,Dignity,Dignity,Dignity,Crash,크래쉬,Crash,Crash,Crash,195,195,195,195,195,296,11,2,2,0,0,4294967295,4294967295,
EF1216,Final Audition Ep. 1,파이널 오디션 에피소드 1,Final Audition Ep. 1,Final Audition Ep. 1,Final Audition Ep. 1,BanYa,반야,BanYa,BanYa,BanYa,189,189,189,189,189,288,6,1,2,0,0,4294967295,4294967295,
EF1217,Love is a Danger Zone,러브 이즈 어 댄저 존,Love is a Danger Zone,Love is a Danger Zone,Love is a Danger Zone,BanYa,반야,BanYa,BanYa,BanYa,140,140,140,140,140,262,8,1,2,0,0,4294967295,4294967295,
EF1218,Dignity,디그니티,Dignity,Dignity,Dignity,Crash,크래쉬,Crash,Crash,Crash,195,195,195,195,195,296,11,2,2,0,0,4294967295,4294967295,
EF1219,Witch Doctor,위치 닥터,Witch Doctor,Witch Doctor,Witch Doctor,BanYa,반야,BanYa,BanYa,BanYa,195,195,195,195,195,365,14,1,2,0,0,4294967295,4294967295,
EF1220,Extravaganza,엑스트라바간자,Extravaganza,Extravaganza,Extravaganza,BanYa,반야,BanYa,BanYa,BanYa,195,195,195,195,195,231,2,1,2,0,0,4294967295,4294967295,
EF1222,Slam,슬램,Slam,Slam,Slam,Novasonic,노바소닉,Novasonic,Novasonic,Novasonic,131.99,131.99,131.99,131.99,131.99,258,5,2,2,0,0,4294967295,4294967295,
EF1223,It's My Business,내맘이야,It's My Business,It's My Business,It's My Business,Taiji Boys,서태지와 아이들,Taiji Boys,Taiji Boys,Taiji Boys,200,200,200,200,200,490,16,2,2,1,0,4294967295,4294967295,
EF1224,Phantom,팬텀,Phantom,Phantom,Phantom,BanYa,반야,BanYa,BanYa,BanYa,136,136,136,136,136,368,14,1,2,0,0,4294967295,4294967295,
EF1225,Love is a Danger Zone pt. 2,러브 이즈 어 댄저 존 pt.2,Love is a Danger Zone pt. 2,Love is a Danger Zone pt. 2,Love is a Danger Zone pt. 2,BanYa,반야,BanYa,BanYa,BanYa,162,162,162,162,162,367,14,1,2,0,0,4294967295,4294967295,
EF1226,Mr. Larpus,미스터 라푸스,Mr. Larpus,Mr. Larpus,Mr. Larpus,BanYa,반야,BanYa,BanYa,BanYa,190,190,190,190,190,250,4,1,2,0,0,4294967295,4294967295,
EF1227,Love is a Danger Zone,러브 이즈 어 댄저 존,Love is a Danger Zone,Love is a Danger Zone,Love is a Danger Zone,BanYa,반야,BanYa,BanYa,BanYa,140,140,140,140,140,262,8,1,2,0,0,4294967295,4294967295,
EF1228,Canon D,캐논 디,Canon D,Canon D,Canon D,BanYa,반야,BanYa,BanYa,BanYa,160,160,160,160,160,307,12,1,2,0,0,4294967295,4294967295,
EF1230,Faster Z,패스터 Z,Faster Z,Faster Z,Faster Z,YAHPP,이 얍,YAHPP,YAHPP,YAHPP,162,162,162,162,162,487,16,1,2,0,0,4294967295,4294967295,
EF1232,Final Audition Ep. 2-X,파이널 오디션 에피소드 2-X,Final Audition Ep. 2-X,Final Audition Ep. 2-X,Final Audition Ep. 2-X,YAHPP,이 얍,YAHPP,YAHPP,YAHPP,170,170,170,170,170,771,17,1,2,0,0,4294967295,4294967295,
EF1234,Get Up (and go),겟 업 (앤 고),Get Up (and go),Get Up (and go),Get Up (and go),Banya Production,반야 프로덕션,Banya Production,Banya Production,Banya Production,164,164,164,164,164,27,18,1,2,0,0,4294967295,4294967295,
EF1235,Bee,비,Bee,Bee,Bee,BanYa,반야,BanYa,BanYa,BanYa,160,160,160,160,160,279,10,1,2,0,0,4294967295,4294967295,
EF1242,Bee,비,Bee,Bee,Bee,BanYa,반야,BanYa,BanYa,BanYa,160,160,160,160,160,279,10,1,2,0,0,4294967295,4294967295,
EF1243,Toccata,토카타,Toccata,Toccata,Toccata,Banya Production,반야 프로덕션,Banya Production,Banya Production,Banya Production,104,104,104,104,104,768,17,1,2,0,0,4294967295,4294967295,
EF1244,XTREE,엑스트리,XTREE,XTREE,XTREE,YAHPP,이 얍,YAHPP,YAHPP,YAHPP,190,190,190,190,190,1,18,1,2,0,0,4294967295,4294967295,
EF1245,Don't Bother Me,경고,Don't Bother Me,Don't Bother Me,Don't Bother Me,Tashannie,타샤니,Tashannie,Tashannie,Tashannie,110,110,110,110,110,244,3,2,2,0,0,4294967295,4294967295,
EF1246,Another Truth,또다른 진심,Another Truth,Another Truth,Another Truth,Novasonic,노바소닉,Novasonic,Novasonic,Novasonic,136,136,136,136,136,116,1,2,2,0,0,4294967295,4294967295,
EF1256,Witch Doctor,위치 닥터,Witch Doctor,Witch Doctor,Witch Doctor,BanYa,반야,BanYa,BanYa,BanYa,195,195,195,195,195,365,14,1,2,0,0,4294967295,4294967295,
EF1257,Final Audition 3 & Chimera Remix,파이널 오디션 3 & 키메라 리믹스,Final Audition 3 & Chimera Remix,Final Audition 3 & Chimera Remix,Final Audition 3 & Chimera Remix,YAHPP,이 얍,YAHPP,YAHPP,YAHPP,210,210,210,210,210,485,16,1,3,0,0,4294967295,4294967295,
EF1259,Yasangma,야생마,Yasangma,Yasangma,Yasangma,YAHPP,이 얍,YAHPP,YAHPP,YAHPP,162,162,162,162,162,486,16,1,3,0,0,4294967295,4294967295,
EF1260,Beat # No.4,비트 샵 넘버4,Beat # No.4,Beat # No.4,Beat # No.4,HEaDTrip,해드 트립,HEaDTrip,HEaDTrip,HEaDTrip,121,121,121,121,121,492,16,2,4,0,0,4294967295,4294967295,
EF1264,Deja Vu,예지몽,Deja Vu,Deja Vu,Deja Vu,SOM2,솜2,SOM2,SOM2,SOM2,115,115,115,115,115,301,12,2,4,0,0,4294967295,4294967295,
EF1267,Pumptris 8Bit ver.,펌트리스 8비트 ver,Pumptris 8Bit ver.,Pumptris 8Bit ver.,Pumptris 8Bit ver.,YAHPP,이 얍,YAHPP,YAHPP,YAHPP,162,162,162,162,162,489,16,1,2,0,0,4294967295,4294967295,
EF1270,Beat of the War 2,비트 오브 더 워 2,Beat of the War 2,Beat of the War 2,Beat of the War 2,BanYa,반야,BanYa,BanYa,BanYa,190,190,190,190,190,377,12,1,2,0,0,4294967295,4294967295,
EF1273,Witch Docva,위치 닥바,Witch Docva,Witch Docva,Witch Docva,BanYa,반야,BanYa,BanYa,BanYa,195,195,195,195,195,366,12,1,2,0,0,4294967295,4294967295,
EF1277,Phantom,팬텀,Phantom,Phantom,Phantom,BanYa,반야,BanYa,BanYa,BanYa,162,162,162,162,162,369,12,1,2,0,0,4294967295,4294967295,
EF1287,Canon D FULL Song MIX,캐논 디 풀 송 믹스,Canon D FULL Song MIX,Canon D FULL Song MIX,Canon D FULL Song MIX,BanYa,반야,BanYa,BanYa,BanYa,160,160,160,160,160,313,12,1,4,0,0,4294967295,4294967295,
EF1294,Dance with me,댄스 위드 미,Dance with me,Dance with me,Dance with me,BanYa,반야,BanYa,BanYa,BanYa,122,122,122,122,122,276,8,1,2,0,0,4294967295,4294967295,
EF1296,Scream Song,꺄악송,Scream Song,Scream Song,Scream Song,msgoon,엠.에스.군,msgoon,msgoon,msgoon,180,180,180,180,180,792,17,1,3,0,0,4294967295,4294967295,
EF1297,Do It Reggae Style,두 잇 레게 스타일,Do It Reggae Style,Do It Reggae Style,Do It Reggae Style,Banya Production,반야 프로덕션,Banya Production,Banya Production,Banya Production,96,96,96,96,96,21,18,1,2,0,0,4294967295,4294967295,
EF1299,msgoon RMX pt.6,엠.에스.군 리믹스 파트.6,msgoon RMX pt.6,msgoon RMX pt.6,msgoon RMX pt.6,msgoon,엠.에스.군,msgoon,msgoon,msgoon,150,150,150,150,150,39,18,1,3,0,0,4294967295,4294967295,
EF1302,B.P Classic Remix,반야 프로덕션 클래식 리믹스,B.P Classic Remix,B.P Classic Remix,B.P Classic Remix,Banya Production,반야 프로덕션,Banya Production,Banya Production,Banya Production,164,164,164,164,164,31,18,1,3,0,0,4294967295,4294967295,
EF1305,Tek -Club Copenhagen-,테크 -클럽 코펜하겐-,Tek -Club Copenhagen-,Tek -Club Copenhagen-,Tek -Club Copenhagen-,Banya Production,반야 프로덕션,Banya Production,Banya Production,Banya Production,132,132,132,132,132,24,18,1,2,0,0,4294967295,4294967295,
EF1307,Pro POP Mix,프로 팝 믹스,Pro POP Mix,Pro POP Mix,Pro POP Mix,Banya Production,반야 프로덕션,Banya Production,Banya Production,Banya Production,151,151,151,151,151,36,18,1,3,0,0,4294967295,4294967295,
EF1321,Vacuum,진공,Vacuum,Vacuum,Vacuum,Doin,도인,Doin,Doin,Doin,200,200,200,200,200,17,18,1,2,0,0,4294967295,4294967295,
EF1329,Energy,에너지,Energy,Energy,Energy,Mighty Mouth,마이티 마우스,Mighty Mouth,Mighty Mouth,Mighty Mouth,155,155,155,155,155,149,19,2,2,0,0,4294967295,4294967295,
EF1330,Cleaner,클리너,Cleaner,Cleaner,Cleaner,Doin,도인,Doin,Doin,Doin,203,203,203,203,203,97,19,1,2,0,0,4294967295,4294967295,
EF1331,Crashday,크래쉬데이,Crashday,Crashday,Crashday,Crash,크래쉬,Crash,Crash,Crash,220,220,220,220,220,115,19,2,2,0,0,4294967295,4294967295,
EF1332,Vacuum,진공,Vacuum,Vacuum,Vacuum,Doin,도인,Doin,Doin,Doin,200,200,200,200,200,17,18,1,2,0,0,4294967295,4294967295,
EF1401,Solitary 2,무혼 2,Solitary 2,Solitary 2,Solitary 2,BanYa,반야,BanYa,BanYa,BanYa,136,136,136,136,136,306,12,1,2,0,0,4294967295,4294967295,
EF1402,Love is a Danger Zone pt. 2,러브 이즈 어 댄저 존 pt.2,Love is a Danger Zone pt. 2,Love is a Danger Zone pt. 2,Love is a Danger Zone pt. 2,BanYa,반야,BanYa,BanYa,BanYa,162,162,162,162,162,367,14,1,2,0,0,4294967295,4294967295,
EF1403,Pumptris 8Bit ver.,펌트리스 8비트 ver,Pumptris 8Bit ver.,Pumptris 8Bit ver.,Pumptris 8Bit ver.,YAHPP,이 얍,YAHPP,YAHPP,YAHPP,162,162,162,162,162,489,16,1,2,0,0,4294967295,4294967295,
EF1404,Turkey March,터키 행진곡,Turkey March,Turkey March,Turkey March,BanYa,반야,BanYa,BanYa,BanYa,150,150,150,150,150,237,3,1,2,0,0,4294967295,4294967295,
EF1405,Love is a Danger Zone,러브 이즈 어 댄저 존,Love is a Danger Zone,Love is a Danger Zone,Love is a Danger Zone,BanYa,반야,BanYa,BanYa,BanYa,140,140,140,140,140,262,8,1,2,0,0,4294967295,4294967295,
EF1406,Love is a Danger Zone pt.2,러브 이즈 어 댄져존 pt.2,Love is a Danger Zone pt.2,Love is a Danger Zone pt.2,Love is a Danger Zone pt.2,BanYa,반야,BanYa,BanYa,BanYa,162,162,162,162,162,400,14,1,2,0,0,4294967295,4294967295,
EF1407,Tek -Club Copenhagen-,테크 -클럽 코펜하겐-,Tek -Club Copenhagen-,Tek -Club Copenhagen-,Tek -Club Copenhagen-,Banya Production,반야 프로덕션,Banya Production,Banya Production,Banya Production,132,132,132,132,132,24,18,1,2,0,0,4294967295,4294967295,
EF1408,Canon D,캐논 디,Canon D,Canon D,Canon D,BanYa,반야,BanYa,BanYa,BanYa,160,160,160,160,160,307,12,1,2,0,0,4294967295,4294967295,
EF1409,Phantom -Intermezzo-,팬텀 -인터메조-,Phantom -Intermezzo-,Phantom -Intermezzo-,Phantom -Intermezzo-,Banya Production,반야 프로덕션,Banya Production,Banya Production,Banya Production,140,140,140,140,140,28,18,1,2,0,0,4294967295,4294967295,
EF1410,Final Audition 2,파이널 오디션 2,Final Audition 2,Final Audition 2,Final Audition 2,BanYa,반야,BanYa,BanYa,BanYa,130,130,130,130,130,235,3,1,2,0,0,4294967295,4294967295,
EF1411,X Treme,엑스트림,X Treme,X Treme,X Treme,BanYa,반야,BanYa,BanYa,BanYa,162,162,162,162,162,294,11,1,2,0,0,4294967295,4294967295,
EF1412,Faster Z,패스터 Z,Faster Z,Faster Z,Faster Z,YAHPP,이 얍,YAHPP,YAHPP,YAHPP,162,162,162,162,162,487,16,1,2,0,0,4294967295,4294967295,
EF1413,Pumptris 8Bit ver.,펌트리스 8비트 ver,Pumptris 8Bit ver.,Pumptris 8Bit ver.,Pumptris 8Bit ver.,YAHPP,이 얍,YAHPP,YAHPP,YAHPP,162,162,162,162,162,489,16,1,2,0,0,4294967295,4294967295,
EF1414,Pumping Jumping,펌핑 점핑,Pumping Jumping,Pumping Jumping,Pumping Jumping,Banya Production,반야 프로덕션,Banya Production,Banya Production,Banya Production,116,116,116,116,116,30,18,1,2,0,0,4294967295,4294967295,
EF1415,Winter,윈터,Winter,Winter,Winter,BanYa,반야,BanYa,BanYa,BanYa,168,168,168,168,168,269,8,1,2,0,0,4294967295,4294967295,
EF1416,Hello William,안녕 윌리엄,Hello William,Hello William,Hello William,Banya Production,반야 프로덕션,Banya Production,Banya Production,Banya Production,170,170,170,170,170,25,18,1,2,0,0,4294967295,4294967295,
EF1418,Final Audition Ep. 2-X,파이널 오디션 에피소드 2-X,Final Audition Ep. 2-X,Final Audition Ep. 2-X,Final Audition Ep. 2-X,YAHPP,이 얍,YAHPP,YAHPP,YAHPP,170,170,170,170,170,771,17,1,2,0,0,4294967295,4294967295,
EF1419,Procedimientos Para Llegar A Un Común Acuerdo,잘가 내 사랑,Procedimientos Para Llegar A Un Común Acuerdo,Procedimientos Para Llegar A Un Común Acuerdo,Procedimientos Para Llegar A Un Común Acuerdo,PXNDX,판다,PXNDX,PXNDX,PXNDX,160,160,160,160,160,760,17,3,2,0,0,4294967295,4294967295,
EF1420,Canon D,캐논 디,Canon D,Canon D,Canon D,BanYa,반야,BanYa,BanYa,BanYa,160,160,160,160,160,307,12,1,2,0,0,4294967295,4294967295,
EF1421,Panuelito Rojo,붉은 손수건,Panuelito Rojo,Panuelito Rojo,Panuelito Rojo,Big metra,빅 메트라,Big metra,Big metra,Big metra,196,196,196,196,196,759,17,3,2,0,0,4294967295,4294967295,
EF1422,Sorceress Eliese,소서리스 엘리제,Sorceress Eliese,Sorceress Eliese,Sorceress Eliese,YAHPP,이 얍,YAHPP,YAHPP,YAHPP,158,158,158,158,158,2,18,1,2,0,0,4294967295,4294967295,
EF1423,Hello William,안녕 윌리엄,Hello William,Hello William,Hello William,Banya Production,반야 프로덕션,Banya Production,Banya Production,Banya Production,170,170,170,170,170,25,18,1,2,0,0,4294967295,4294967295,
EF1424,Sorceress Eliese,소서리스 엘리제,Sorceress Eliese,Sorceress Eliese,Sorceress Eliese,YAHPP,이 얍,YAHPP,YAHPP,YAHPP,158,158,158,158,158,2,18,1,2,0,0,4294967295,4294967295,
EF1425,Uprock,업 락,Uprock,Uprock,Uprock,Sam-I-Am,샘-아이-엠,Sam-I-Am,Sam-I-Am,Sam-I-Am,120,120,120,120,120,757,17,3,2,0,0,4294967295,4294967295,
EF1426,Uprock,업 락,Uprock,Uprock,Uprock,Sam-I-Am,샘-아이-엠,Sam-I-Am,Sam-I-Am,Sam-I-Am,120,120,120,120,120,757,17,3,2,0,0,4294967295,4294967295,
EF1427,J Bong,제이 봉,J Bong,J Bong,J Bong,BanYa,반야,BanYa,BanYa,BanYa,140,140,140,140,140,304,12,1,2,0,0,4294967295,4294967295,
EF1428,Destination,데스티네이션,Destination,Destination,Destination,SHK,SHK,SHK,SHK,SHK,150,150,150,150,150,13,18,1,2,0,0,4294967295,4294967295,
EF1429,Digan Lo Que Digan,나완 상관없어,Digan Lo Que Digan,Digan Lo Que Digan,Digan Lo Que Digan,Nina Pilots,니나 파일럿츠,Nina Pilots,Nina Pilots,Nina Pilots,162,162,162,162,162,761,17,3,2,0,0,4294967295,4294967295,
EF1430,Beethoven Virus,베토벤 바이러스,Beethoven Virus,Beethoven Virus,Beethoven Virus,BanYa,반야,BanYa,BanYa,BanYa,162,162,162,162,162,257,5,1,2,0,0,4294967295,4294967295,
EF1431,Hello William,안녕 윌리엄,Hello William,Hello William,Hello William,Banya Production,반야 프로덕션,Banya Production,Banya Production,Banya Production,170,170,170,170,170,25,18,1,2,0,0,4294967295,4294967295,
EF1432,Csikos' Post,우편마차,Csikos' Post,Csikos' Post,Csikos' Post,BanYa,반야,BanYa,BanYa,BanYa,180,180,180,180,180,278,8,1,2,0,0,4294967295,4294967295,
EF1433,Tek -Club Copenhagen-,테크 -클럽 코펜하겐-,Tek -Club Copenhagen-,Tek -Club Copenhagen-,Tek -Club Copenhagen-,Banya Production,반야 프로덕션,Banya Production,Banya Production,Banya Production,132,132,132,132,132,24,18,1,2,0,0,4294967295,4294967295,
EF1434,Rolling Christmas,롤링 크리스마스,Rolling Christmas,Rolling Christmas,Rolling Christmas,BanYa,반야,BanYa,BanYa,BanYa,142,142,142,142,142,255,5,1,2,0,0,4294967295,4294967295,
EF1435,Xenesis,제네시스,Xenesis,Xenesis,Xenesis,Banya Production,반야 프로덕션,Banya Production,Banya Production,Banya Production,152,152,152,152,152,22,18,1,2,0,0,4294967295,4294967295,
EF1436,DJ Otada,디제이 오타다,DJ Otada,DJ Otada,DJ Otada,Banya Production,반야 프로덕션,Banya Production,Banya Production,Banya Production,180,180,180,180,180,765,17,1,2,0,0,4294967295,4294967295,
EF1437,Forward,포워드,Forward,Forward,Forward,DJ Missill,디제이 미시아일,DJ Missill,DJ Missill,DJ Missill,97,97,97,97,97,756,17,3,2,0,0,4294967295,4294967295,
EF1438,To the sky,하늘위로,To the sky,To the sky,To the sky,LEXY,렉시,LEXY,LEXY,LEXY,130,130,130,130,130,9,18,2,2,0,0,4294967295,4294967295,
EF1439,By chance,우연,By chance,By chance,By chance,Baby V.O.X,베이비복스,Baby V.O.X,Baby V.O.X,Baby V.O.X,127,127,127,127,127,7,18,2,2,0,0,4294967295,4294967295,
EF1440,Get Up (and go),겟 업 (앤 고),Get Up (and go),Get Up (and go),Get Up (and go),Banya Production,반야 프로덕션,Banya Production,Banya Production,Banya Production,164,164,164,164,164,27,18,1,2,0,0,4294967295,4294967295,
EF1441,Bee,비,Bee,Bee,Bee,BanYa,반야,BanYa,BanYa,BanYa,160,160,160,160,160,279,10,1,2,0,0,4294967295,4294967295,
EF1442,Blaze Emotion,블레이즈 이모션,Blaze Emotion,Blaze Emotion,Blaze Emotion,YAHPP,이 얍,YAHPP,YAHPP,YAHPP,170,170,170,170,170,750,17,1,2,0,0,4294967295,4294967295,
EF1443,Close Your Eye,눈을 감아,Close Your Eye,Close Your Eye,Close Your Eye,BanYa,반야,BanYa,BanYa,BanYa,105,105,105,105,105,239,3,1,2,0,0,4294967295,4294967295,
EF1444,Nightmare,악몽,Nightmare,Nightmare,Nightmare,BanYa,반야,BanYa,BanYa,BanYa,80,80,80,80,80,238,3,1,2,0,0,4294967295,4294967295,
